コード	企業名	競合リスト
4261	アジアクエスト	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""6560"", ""name"": ""LTS""}, {""code"": ""7351"", ""name"": ""グドパッチ""}]"
2993	長栄	"[{""code"": ""3480"", ""name"": ""JSB""}, {""code"": ""5533"", ""name"": ""エリッツH""}, {""code"": ""8945"", ""name"": ""サンネクス""}]"
9258	CS-C	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""4256"", ""name"": ""サインド""}, {""code"": ""4431"", ""name"": ""スマレジ""}]"
4263	サスメド	"[{""code"": ""3902"", ""name"": ""メディDV""}, {""code"": ""4438"", ""name"": ""Welby""}, {""code"": ""7779"", ""name"": ""サイバダイ""}]"
9211	エフ・コード	"[{""code"": ""4170"", ""name"": ""カイゼンP""}, {""code"": ""6560"", ""name"": ""LTS""}]"
9259	タカヨシ	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""3541"", ""name"": ""農業総合研""}, {""code"": ""8279"", ""name"": ""ヤオコー""}]"
4262	ニフティライフスタイル	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""6538"", ""name"": ""ディスラプ""}]"
9212	Green EarthInstitute	"[{""code"": ""2931"", ""name"": ""ユーグレナ""}, {""code"": ""4587"", ""name"": ""ペプチD""}, {""code"": ""4599"", ""name"": ""ステムリム""}]"
4259	エクサウィザーズ	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4418"", ""name"": ""JDSC""}, {""code"": ""5574"", ""name"": ""ABEJA""}]"
9255	ZEALS	
4125	三和油化工業	"[{""code"": ""4124"", ""name"": ""大阪油化工""}, {""code"": ""4970"", ""name"": ""東洋合成工""}, {""code"": ""9793"", ""name"": ""ダイセキ""}]"
4260	ハイブリッドテクノロジーズ	"[{""code"": ""3766"", ""name"": ""Sデザイン""}, {""code"": ""4016"", ""name"": ""MITHD""}, {""code"": ""4053"", ""name"": ""サンアスタ""}]"
7134	クルーバー	"[{""code"": ""2674"", ""name"": ""ハードオフ""}, {""code"": ""4385"", ""name"": ""メルカリ""}, {""code"": ""9832"", ""name"": ""オートバク""}]"
4258	網屋	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3682"", ""name"": ""エンカレT""}, {""code"": ""3692"", ""name"": ""FFRIS""}]"
9256	サクシード	"[{""code"": ""4480"", ""name"": ""メドレー""}, {""code"": ""7030"", ""name"": ""スプリクス""}, {""code"": ""7366"", ""name"": ""リタリコ""}]"
9522	リニューアブル・ジャパン	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""5074"", ""name"": ""テスHLD""}, {""code"": ""9519"", ""name"": ""レノバ""}]"
4419	Finatextホールディングス	"[{""code"": ""3747"", ""name"": ""インタトレ""}, {""code"": ""3997"", ""name"": ""トレードW""}, {""code"": ""4284"", ""name"": ""ソルクシー""}]"
4255	THECOO	"[{""code"": ""3661"", ""name"": ""MアップH""}, {""code"": ""4176"", ""name"": ""ココナラ""}, {""code"": ""4490"", ""name"": ""ビザスク""}]"
4256	サインド	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4431"", ""name"": ""スマレジ""}]"
9254	ラバブルマーケティンググループ	"[{""code"": ""3680"", ""name"": ""ホトリンク""}, {""code"": ""3775"", ""name"": ""ガイアクス""}, {""code"": ""7069"", ""name"": ""サイババズ""}]"
2585	ライフドリンクカンパニー	"[{""code"": ""2573"", ""name"": ""北海道コカ""}, {""code"": ""2588"", ""name"": ""Pウォータ""}, {""code"": ""2590"", ""name"": ""ダイドーG""}]"
6524	湖北工業	"[{""code"": ""3891"", ""name"": ""ニッポン紙""}, {""code"": ""6834"", ""name"": ""精工技研""}, {""code"": ""6997"", ""name"": ""日ケミコン""}]"
グローバル	YCPホールディングス（グローバル）リミテッド	
4417	グローバルセキュリティエキスパート	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3042"", ""name"": ""Sヴェイル""}, {""code"": ""3692"", ""name"": ""FFRIS""}]"
4418	JDSC	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3993"", ""name"": ""PKSHA""}]"
7133	HYUGAPRIMARY CARE	"[{""code"": ""3353"", ""name"": ""メディ一光""}, {""code"": ""4350"", ""name"": ""メディシス""}, {""code"": ""7129"", ""name"": ""ミアヘルサ""}]"
4416	True Data	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3905"", ""name"": ""データセク""}]"
4415	ブロードエンタープライズ	"[{""code"": ""3830"", ""name"": ""Gプライズ""}, {""code"": ""3843"", ""name"": ""フリーB""}, {""code"": ""9450"", ""name"": ""ファイバG""}]"
7383	ネットプロテクションズホールディングス	"[{""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""3994"", ""name"": ""マネフォワ""}, {""code"": ""4051"", ""name"": ""GMOFG""}]"
4414	フレクト	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4371"", ""name"": ""コアコンT""}, {""code"": ""4413"", ""name"": ""ボードルア""}]"
7131	のむら産業	"[{""code"": ""4994"", ""name"": ""大成ラミク""}, {""code"": ""7811"", ""name"": ""中本パック""}, {""code"": ""7894"", ""name"": ""丸東産業""}]"
4413	ボードルア	"[{""code"": ""3844"", ""name"": ""コムチュア""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
9253	スローガン	"[{""code"": ""4377"", ""name"": ""ワンキャリ""}, {""code"": ""7064"", ""name"": ""ハウテレビ""}, {""code"": ""7089"", ""name"": ""フォスタト""}]"
9252	ラストワンマイル	"[{""code"": ""2763"", ""name"": ""エフティG""}, {""code"": ""4439"", ""name"": ""東名""}, {""code"": ""9445"", ""name"": ""フォバルT""}]"
4412	サイエンスアーツ	"[{""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4448"", ""name"": ""クベル""}, {""code"": ""4476"", ""name"": ""AIクロス""}]"
9251	AB&Company	"[{""code"": ""4679"", ""name"": ""田谷""}, {""code"": ""6571"", ""name"": ""QBネット""}, {""code"": ""9439"", ""name"": ""エムエイチ""}]"
9250	GRCS	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""4398"", ""name"": ""BBセキュ""}, {""code"": ""7033"", ""name"": ""MSOL""}]"
2961	日本調理機	"[{""code"": ""5941"", ""name"": ""中西製作所""}, {""code"": ""5965"", ""name"": ""フジマック""}, {""code"": ""9930"", ""name"": ""北沢産業""}]"
4379	Photosynth	"[{""code"": ""4375"", ""name"": ""セーフィー""}]"
4250	フロンティア	"[{""code"": ""7284"", ""name"": ""盟和産業""}, {""code"": ""7297"", ""name"": ""カーメイト""}, {""code"": ""7877"", ""name"": ""永大化工""}]"
4378	CINC	"[{""code"": ""3680"", ""name"": ""ホトリンク""}, {""code"": ""3961"", ""name"": ""シルバエグ""}, {""code"": ""7068"", ""name"": ""フィードF""}]"
6523	PHCホールディングス	"[{""code"": ""4544"", ""name"": ""H.U.G""}, {""code"": ""6849"", ""name"": ""日本光電""}, {""code"": ""6869"", ""name"": ""シスメクス""}]"
9249	日本エコシステム	"[{""code"": ""1414"", ""name"": ""SボンドH""}, {""code"": ""4025"", ""name"": ""多木化学""}, {""code"": ""9672"", ""name"": ""東京都競馬""}]"
4377	ワンキャリア	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""4177"", ""name"": ""i-プラグ""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
6522	アスタリスク	"[{""code"": ""6287"", ""name"": ""サトーHD""}, {""code"": ""6588"", ""name"": ""東芝テック""}, {""code"": ""6664"", ""name"": ""オプトエレ""}]"
4375	セーフィー	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4431"", ""name"": ""スマレジ""}]"
9246	プロジェクトカンパニー	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}, {""code"": ""7033"", ""name"": ""MSOL""}]"
9245	リベロ	"[{""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""9252"", ""name"": ""ラスワンM""}, {""code"": ""9342"", ""name"": ""スマサポ""}]"
4374	ROBOT PAYMENT	"[{""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4011"", ""name"": ""ヘッドウォ""}]"
9244	デジタリフト	"[{""code"": ""6533"", ""name"": ""オケストラ""}]"
4073	ジィ・シィ企画	"[{""code"": ""4051"", ""name"": ""GMOFG""}, {""code"": ""4431"", ""name"": ""スマレジ""}, {""code"": ""4847"", ""name"": ""Iウェイブ""}]"
4889	レナサイエンス	"[{""code"": ""4564"", ""name"": ""オンコセラ""}, {""code"": ""4588"", ""name"": ""オンコリス""}, {""code"": ""4882"", ""name"": ""ペルセウス""}]"
4373	シンプレクス・ホールディングス	"[{""code"": ""4307"", ""name"": ""NRI""}, {""code"": ""4722"", ""name"": ""フューチャ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
4371	コアコンセプト・テクノロジー	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
4372	ユミルリンク	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4015"", ""name"": ""ペイクラH""}, {""code"": ""4058"", ""name"": ""トヨクモ""}]"
4018	GeolocationTechnology	"[{""code"": ""4441"", ""name"": ""トビラシス""}, {""code"": ""7036"", ""name"": ""eMネット""}, {""code"": ""7072"", ""name"": ""インティメ""}]"
9242	メディア総研	"[{""code"": ""2301"", ""name"": ""学情""}, {""code"": ""4177"", ""name"": ""i-プラグ""}, {""code"": ""7080"", ""name"": ""スポーツF""}]"
4370	モビルス	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4382"", ""name"": ""HEROZ""}]"
2934	ジェイフロンティア	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4480"", ""name"": ""メドレー""}, {""code"": ""4934"", ""name"": ""Pアンチエ""}]"
7126	タンゴヤ	"[{""code"": ""3598"", ""name"": ""山喜""}, {""code"": ""7416"", ""name"": ""はるやまH""}, {""code"": ""8215"", ""name"": ""銀座山形屋""}]"
4076	シイエヌエス	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""4012"", ""name"": ""アクシス""}, {""code"": ""4687"", ""name"": ""TDC""}]"
9241	フューチャーリンクネットワーク	"[{""code"": ""2376"", ""name"": ""サイネクス""}, {""code"": ""2481"", ""name"": ""タウンニュ""}, {""code"": ""3962"", ""name"": ""チェンジH""}]"
6227	AIメカテック	"[{""code"": ""6266"", ""name"": ""タツモ""}, {""code"": ""6590"", ""name"": ""芝浦メカ""}, {""code"": ""7717"", ""name"": ""Vテクノ""}]"
9240	デリバリーコンサルティング	"[{""code"": ""3798"", ""name"": ""ULSG""}, {""code"": ""6560"", ""name"": ""LTS""}, {""code"": ""7033"", ""name"": ""MSOL""}]"
4075	ブレインズテクノロジー	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""7046"", ""name"": ""TDSE""}]"
7379	サーキュレーション	"[{""code"": ""4490"", ""name"": ""ビザスク""}]"
2991	ランドネット	"[{""code"": ""2975"", ""name"": ""スタマイカ""}, {""code"": ""3294"", ""name"": ""eグランド""}, {""code"": ""8940"", ""name"": ""インテリク""}]"
7378	アシロ	"[{""code"": ""6027"", ""name"": ""弁護士DC""}, {""code"": ""6049"", ""name"": ""イトクロ""}, {""code"": ""6539"", ""name"": ""MSJpn""}]"
4074	ラキール	"[{""code"": ""3666"", ""name"": ""テクノスJ""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
7792	コラントッテ	"[{""code"": ""6630"", ""name"": ""ヤーマン""}, {""code"": ""7806"", ""name"": ""MTG""}]"
7376	BCC	"[{""code"": ""4486"", ""name"": ""Un&Gr""}, {""code"": ""6545"", ""name"": ""INインフ""}, {""code"": ""7039"", ""name"": ""ブリッジI""}]"
4071	プラスアルファ・コンサルティング	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4435"", ""name"": ""カオナビ""}]"
4937	Waqoo	"[{""code"": ""4931"", ""name"": ""新日本製薬""}, {""code"": ""4933"", ""name"": ""I-ne""}, {""code"": ""4934"", ""name"": ""Pアンチエ""}]"
4069	BlueMeme	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
4070	リヴァンプ	
7699	オムニ・プラス・システム・リミテッド	
7374	コンフィデンス	"[{""code"": ""4763"", ""name"": ""クリークR""}, {""code"": ""6033"", ""name"": ""エクストリ""}, {""code"": ""7060"", ""name"": ""ギークス""}]"
5759	日本電解	
7096	ステムセル研究所	"[{""code"": ""4552"", ""name"": ""JCRファ""}, {""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""7774"", ""name"": ""J-TEC""}]"
4200	HCSホールディングス	
4932	アルマード	"[{""code"": ""2929"", ""name"": ""ファーマF""}, {""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}]"
4068	ベイシス	"[{""code"": ""4485"", ""name"": ""Jタワー""}, {""code"": ""4719"", ""name"": ""アルファシ""}, {""code"": ""6778"", ""name"": ""アルチザN""}]"
7318	セレンディップ・ホールディングス	"[{""code"": ""2884"", ""name"": ""ヨシムラF""}, {""code"": ""9166"", ""name"": ""GENDA""}]"
7345	アイ・パートナーズフィナンシャル	"[{""code"": ""7343"", ""name"": ""ブロドMd""}, {""code"": ""8624"", ""name"": ""いちよし証""}, {""code"": ""8737"", ""name"": ""あかつき本""}]"
7373	アイドマ・ホールディングス	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""7039"", ""name"": ""ブリッジI""}, {""code"": ""9331"", ""name"": ""キャスター""}]"
7791	ドリームベッド	"[{""code"": ""7817"", ""name"": ""パラマウH""}, {""code"": ""7840"", ""name"": ""FベッドH""}]"
7372	デコルテ・ホールディングス	"[{""code"": ""2305"", ""name"": ""スタジオア""}]"
2989	東海道リート投資法人	
4882	ペルセウスプロテオミクス	"[{""code"": ""4583"", ""name"": ""カイオムB""}, {""code"": ""4588"", ""name"": ""オンコリス""}, {""code"": ""4881"", ""name"": ""ファンペプ""}]"
4489	ペイロール	
7370	Enjin	"[{""code"": ""3922"", ""name"": ""PRTIM""}]"
7371	全研本社	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""7067"", ""name"": ""ブラテクノ""}, {""code"": ""7078"", ""name"": ""インクル""}]"
4198	テンダ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""4174"", ""name"": ""アピリッツ""}, {""code"": ""6033"", ""name"": ""エクストリ""}]"
4199	ワンダープラネット	"[{""code"": ""3932"", ""name"": ""アカツキ""}, {""code"": ""4393"", ""name"": ""BOイノベ""}]"
7369	メイホーホールディングス	"[{""code"": ""2884"", ""name"": ""ヨシムラF""}, {""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""7318"", ""name"": ""セレンデH""}]"
5074	テスホールディングス	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""9517"", ""name"": ""eレックス""}, {""code"": ""9519"", ""name"": ""レノバ""}]"
4195	ディマージシェア	
4196	ネオマーケティング	"[{""code"": ""3675"", ""name"": ""クロスMG""}, {""code"": ""3695"", ""name"": ""GMOリサ""}, {""code"": ""4326"", ""name"": ""インテージ""}]"
4888	ステラファーマ	"[{""code"": ""4564"", ""name"": ""オンコセラ""}, {""code"": ""4588"", ""name"": ""オンコリス""}]"
4194	ビジョナル	"[{""code"": ""2124"", ""name"": ""JACリク""}, {""code"": ""4849"", ""name"": ""エンJPN""}]"
4498	サイバートラスト	"[{""code"": ""3788"", ""name"": ""GMOGS""}, {""code"": ""3817"", ""name"": ""SRAHD""}, {""code"": ""6050"", ""name"": ""Eガーディ""}]"
2933	紀文食品	"[{""code"": ""2904"", ""name"": ""一正蒲鉾""}, {""code"": ""2908"", ""name"": ""フジッコ""}]"
7698	アイスコ	"[{""code"": ""2692"", ""name"": ""伊藤忠食品""}, {""code"": ""7451"", ""name"": ""三菱食品""}, {""code"": ""9869"", ""name"": ""加藤産業""}]"
4193	ファブリカコミュニケーションズ	"[{""code"": ""4298"", ""name"": ""プロト""}, {""code"": ""4395"", ""name"": ""アクリート""}, {""code"": ""4476"", ""name"": ""AIクロス""}]"
7368	表示灯	"[{""code"": ""3962"", ""name"": ""チェンジH""}, {""code"": ""6098"", ""name"": ""リクルトH""}, {""code"": ""9474"", ""name"": ""ゼンリン""}]"
7367	セルム	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""7049"", ""name"": ""識学""}]"
6521	オキサイド	"[{""code"": ""6920"", ""name"": ""レーザテク""}, {""code"": ""6965"", ""name"": ""浜松ホトニ""}, {""code"": ""7701"", ""name"": ""島津製作所""}]"
4180	Appier Group	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""4478"", ""name"": ""フリー""}]"
4192	スパイダープラス	"[{""code"": ""4345"", ""name"": ""CTS""}]"
7343	ブロードマインド	"[{""code"": ""7325"", ""name"": ""アイリック""}, {""code"": ""8798"", ""name"": ""アドバンス""}]"
9327	イー・ロジット	"[{""code"": ""9090"", ""name"": ""AZ丸和H""}, {""code"": ""9325"", ""name"": ""ファイズH""}, {""code"": ""9326"", ""name"": ""関通""}]"
4179	ジーネクスト	"[{""code"": ""3939"", ""name"": ""カナミック""}, {""code"": ""3983"", ""name"": ""オロ""}, {""code"": ""3984"", ""name"": ""ユーザーL""}]"
7363	ベビーカレンダー	"[{""code"": ""4014"", ""name"": ""カラダノト""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
4178	Sharing Innovations	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
6614	シキノハイテック	"[{""code"": ""6721"", ""name"": ""ウインテス""}, {""code"": ""6859"", ""name"": ""エスペック""}, {""code"": ""7609"", ""name"": ""ダイトロン""}]"
4176	ココナラ	"[{""code"": ""4385"", ""name"": ""メルカリ""}, {""code"": ""6027"", ""name"": ""弁護士DC""}, {""code"": ""7352"", ""name"": ""ツーストン""}]"
